"year","month","date_of_month","day_of_week","autos"
2002,4,4,4,12260.5843151581
2002,4,5,5,12004.1512488254
2002,4,6,6,8302.18706021907
2002,4,7,7,7108.47615373996
2002,4,8,1,11704.336447026
2002,4,9,2,12739.7638169793
2002,4,10,3,12417.2438888763
2002,4,11,4,12234.6509709536
2002,4,12,5,12271.3890309345
2002,4,13,6,8446.61418851178
2002,4,14,7,7577.5463325323
2002,4,15,1,11411.7720390339
2002,4,16,2,12847.8366862507
2002,4,17,3,12575.7359513743
2002,4,18,4,12488.496488114
2002,4,19,5,12296.6006920527
2002,4,20,6,8224.30665066527
2002,4,21,7,7296.64191624589
2002,4,22,1,11575.1605238541
2002,4,23,2,12454.2194610293
2002,4,24,3,12297.0507928589
2002,4,25,4,12470.3636070242
2002,4,26,5,11916.8568382511
2002,4,27,6,8243.44873882947
2002,4,28,7,7503.52199354772
2002,4,29,1,11422.4961704899
2002,4,30,2,12664.4392455521
2002,5,1,3,12296.8103147735
2002,5,2,4,12404.8719262612
2002,5,3,5,12130.5017056569
2002,5,4,6,8215.6806409509
2002,5,5,7,7447.54395198413
2002,5,6,1,11361.774719455
2002,5,7,2,12504.2881826018
2002,5,8,3,12335.7277012593
2002,5,9,4,12218.5320289675
2002,5,10,5,12329.5011989952
2002,5,11,6,8330.01965376223
2002,5,12,7,7487.7575407275
2002,5,13,1,11403.6309030452
2002,5,14,2,12909.3216715863
2002,5,15,3,12704.8617017188
2002,5,16,4,12609.1927936974
2002,5,17,5,12217.6574386213
2002,5,18,6,8527.93660731912
2002,5,19,7,7471.23508332078
2002,5,20,1,11788.5939708668
2002,5,21,2,12914.9367088911
2002,5,22,3,12670.905780753
2002,5,23,4,13124.1878784782
2002,5,24,5,12775.8852645922
2002,5,25,6,8514.64279578472
2002,5,26,7,7283.55275232987
2002,5,27,1,7765.08626025929
2002,5,28,2,12148.3265552644
2002,5,29,3,13437.6395240934
2002,5,30,4,12963.3995933035
2002,5,31,5,12568.4497729771
2002,6,1,6,8547.82261671702
2002,6,2,7,7660.57060442471
2002,6,3,1,11433.8358783244
2002,6,4,2,12617.1743618782
2002,6,5,3,12663.6227585856
2002,6,6,4,12747.1954900319
2002,6,7,5,12278.4419170369
2002,6,8,6,8525.44884946601
2002,6,9,7,7484.88509118507
2002,6,10,1,11860.8776695641
2002,6,11,2,12709.546677833
2002,6,12,3,12757.6407653539
2002,6,13,4,12456.4708204966
2002,6,14,5,12560.7919577709
2002,6,15,6,8708.75784851841
2002,6,16,7,7685.54987643358
2002,6,17,1,11738.6907843032
2002,6,18,2,13140.48046028
2002,6,19,3,12598.0657193285
2002,6,20,4,12847.9330912811
2002,6,21,5,12377.8977613002
2002,6,22,6,8677.60911390102
2002,6,23,7,7660.510788869
2002,6,24,1,11972.3605492721
2002,6,25,2,13424.6271075761
2002,6,26,3,13168.1517719426
2002,6,27,4,13310.5409567861
2002,6,28,5,12997.9888260477
2002,6,29,6,8993.56179200518
2002,6,30,7,7832.70255749307
2002,7,1,1,12582.5343295545
2002,7,2,2,14187.5666831791
2002,7,3,3,13627.0515712487
2002,7,4,4,9481.02188235013
2002,7,5,5,11326.2163500968
2002,7,6,6,8815.0977427132
2002,7,7,7,8080.68054554075
2002,7,8,1,12252.6316396413
2002,7,9,2,13813.9967469035
2002,7,10,3,13265.8077958997
2002,7,11,4,13216.0902158279
2002,7,12,5,12760.7615501327
2002,7,13,6,8896.02136858668
2002,7,14,7,7885.0935034922
2002,7,15,1,12370.2978336016
2002,7,16,2,13608.2073121325
2002,7,17,3,13396.1837897027
2002,7,18,4,13394.6691017597
2002,7,19,5,12898.7530940524
2002,7,20,6,8799.40977216304
2002,7,21,7,7953.11520640898
2002,7,22,1,12193.0656194595
2002,7,23,2,13630.8734290244
2002,7,24,3,13231.7217816993
2002,7,25,4,13343.466668063
2002,7,26,5,12913.524337147
2002,7,27,6,9072.77206266588
2002,7,28,7,7914.64249737878
2002,7,29,1,12148.0222345273
2002,7,30,2,13591.4134220393
2002,7,31,3,13310.2786144443
2002,8,1,4,13268.9552708631
2002,8,2,5,13127.3559214114
2002,8,3,6,8962.55910659043
2002,8,4,7,7831.77188325749
2002,8,5,1,12189.6572534495
2002,8,6,2,13407.8114706259
2002,8,7,3,13034.3799062124
2002,8,8,4,13421.151277317
2002,8,9,5,12891.5749036791
2002,8,10,6,9078.24226782069
2002,8,11,7,7969.90404167309
2002,8,12,1,12311.7473726727
2002,8,13,2,13604.0499265211
2002,8,14,3,13303.287710817
2002,8,15,4,13551.9930128932
2002,8,16,5,13130.5927369895
2002,8,17,6,9296.48452636935
2002,8,18,7,7923.98142984656
2002,8,19,1,12298.6731127234
2002,8,20,2,13820.5902554147
2002,8,21,3,13357.2182466037
2002,8,22,4,13232.4629923843
2002,8,23,5,13134.342331602
2002,8,24,6,9085.68714768851
2002,8,25,7,7959.8183268111
2002,8,26,1,12180.4324300024
2002,8,27,2,13790.0725591096
2002,8,28,3,13395.9914572579
2002,8,29,4,13425.8670362254
2002,8,30,5,13298.8627521771
2002,8,31,6,9121.62715703897
2002,9,1,7,7947.61332098347
2002,9,2,1,8298.06256986145
2002,9,3,2,12611.4852973987
2002,9,4,3,13969.1034630992
2002,9,5,4,14020.0192239374
2002,9,6,5,13678.2261153845
2002,9,7,6,9353.79088901474
2002,9,8,7,8076.32031153826
2002,9,9,1,12875.5296273128
2002,9,10,2,13940.1092527711
2002,9,11,3,12653.9782389043
2002,9,12,4,14246.4547842527
2002,9,13,5,13027.6608497884
2002,9,14,6,9387.6176989697
2002,9,15,7,8433.86671761241
2002,9,16,1,12790.9873783936
2002,9,17,2,14240.8169101204
2002,9,18,3,13953.1235959149
2002,9,19,4,13899.9102861493
2002,9,20,5,13718.736105835
2002,9,21,6,9613.58836440155
2002,9,22,7,8220.9842009296
2002,9,23,1,12797.4385018921
2002,9,24,2,14205.8902158337
2002,9,25,3,13518.4767647298
2002,9,26,4,13470.2502417762
2002,9,27,5,13299.0554836162
2002,9,28,6,9251.92203454399
2002,9,29,7,7967.78621168356
2002,9,30,1,12232.4434223696
2002,10,1,2,13625.3343712964
2002,10,2,3,13511.3833317734
2002,10,3,4,13044.093311708
2002,10,4,5,12814.8217013396
2002,10,5,6,8921.63635357226
2002,10,6,7,7799.19802168264
2002,10,7,1,11970.1467437399
2002,10,8,2,13065.6461355785
2002,10,9,3,12657.2706194927
2002,10,10,4,12683.0793540195
2002,10,11,5,12467.1621164554
2002,10,12,6,8452.50839247563
2002,10,13,7,7416.98238190347
2002,10,14,1,11558.6069585456
2002,10,15,2,12785.6054865013
2002,10,16,3,12641.8158079212
2002,10,17,4,12508.6363464968
2002,10,18,5,12194.5565983194
2002,10,19,6,8535.37512009255
2002,10,20,7,7405.02468180472
2002,10,21,1,11691.3325097374
2002,10,22,2,13214.2524983273
2002,10,23,3,12655.2478397894
2002,10,24,4,12677.3353696542
2002,10,25,5,12523.1192439052
2002,10,26,6,8414.2205694979
2002,10,27,7,7692.33783758754
2002,10,28,1,11851.4560565784
2002,10,29,2,12835.7715300609
2002,10,30,3,12272.4119596034
2002,10,31,4,10850.9685555889
2002,11,1,5,12592.3430610904
2002,11,2,6,8561.19432967536
2002,11,3,7,7500.71495914519
2002,11,4,1,11759.4209548486
2002,11,5,2,12906.5206924917
2002,11,6,3,12601.8296123849
2002,11,7,4,12653.0764998647
2002,11,8,5,12473.7311659939
2002,11,9,6,8614.99016457203
2002,11,10,7,7691.87596342815
2002,11,11,1,11509.2007977146
2002,11,12,2,12725.4598807599
2002,11,13,3,12097.7563378624
2002,11,14,4,12484.6068944938
2002,11,15,5,12273.6628551388
2002,11,16,6,8294.78763643955
2002,11,17,7,7353.11972400998
2002,11,18,1,11789.5264884003
2002,11,19,2,12717.0123493671
2002,11,20,3,12573.233686345
2002,11,21,4,12717.8065224485
2002,11,22,5,12979.5945235549
2002,11,23,6,8582.48694301798
2002,11,24,7,7649.70212855035
2002,11,25,1,12468.157513923
2002,11,26,2,13377.0274066036
2002,11,27,3,11544.2971772345
2002,11,28,4,7391.97439990702
2002,11,29,5,9340.56425774992
2002,11,30,6,8156.39984515217
2002,12,1,7,7402.15773293238
2002,12,2,1,11928.1744019287
2002,12,3,2,13314.7904623144
2002,12,4,3,12683.9010127827
2002,12,5,4,12595.2834609815
2002,12,6,5,11774.7083492404
2002,12,7,6,8513.78600345034
2002,12,8,7,7339.04914796888
2002,12,9,1,11547.0669944967
2002,12,10,2,12866.7873307731
2002,12,11,3,12634.1948502467
2002,12,12,4,12850.5128428481
2002,12,13,5,11601.4734330971
2002,12,14,6,8419.63051525175
2002,12,15,7,7517.50581609019
2002,12,16,1,12343.8051246838
2002,12,17,2,13455.1010286128
2002,12,18,3,13581.3481683263
2002,12,19,4,13665.7990316254
2002,12,20,5,14016.3267273905
2002,12,21,6,9090.37577411961
2002,12,22,7,7606.96267876959
2002,12,23,1,11395.1980984361
2002,12,24,2,9131.27990831542
2002,12,25,3,6773.69382849872
2002,12,26,4,11243.0270626543
2002,12,27,5,13648.1260993191
2002,12,28,6,9113.82438406902
2002,12,29,7,8034.92388037186
2002,12,30,1,13158.0441324101
2002,12,31,2,12581.7012443534
2003,1,1,3,7908.19028568242
2003,1,2,4,11124.0276807445
2003,1,3,5,12251.8278548019
2003,1,4,6,8517.31085205137
2003,1,5,7,7495.94783335499
2003,1,6,1,11364.6636267675
2003,1,7,2,12656.610831592
2003,1,8,3,12166.3887866668
2003,1,9,4,12079.9169049196
2003,1,10,5,12516.6248086513
2003,1,11,6,8470.14025777176
2003,1,12,7,7297.73065070553
2003,1,13,1,11197.9549336516
2003,1,14,2,12918.4713144842
2003,1,15,3,12139.2874917507
2003,1,16,4,12136.2432520934
2003,1,17,5,12109.5742157535
2003,1,18,6,8432.62779388948
2003,1,19,7,7498.78258952593
2003,1,20,1,11044.2115128348
2003,1,21,2,12286.5880273593
2003,1,22,3,12096.4670524069
2003,1,23,4,12185.1551082219
2003,1,24,5,12107.0039687629
2003,1,25,6,8379.09827345436
2003,1,26,7,7390.09961910338
2003,1,27,1,11418.3257444451
2003,1,28,2,12596.6966839703
2003,1,29,3,12100.5398845143
2003,1,30,4,12287.0902070143
2003,1,31,5,11989.3264728171
2003,2,1,6,8666.38565838
2003,2,2,7,7683.78723098262
2003,2,3,1,11496.8593490129
2003,2,4,2,12564.3844682974
2003,2,5,3,12010.5524399858
2003,2,6,4,12351.4256405217
2003,2,7,5,12381.536501332
2003,2,8,6,8572.97720825575
2003,2,9,7,7480.70705905619
2003,2,10,1,11997.1605520036
2003,2,11,2,12959.2283418899
2003,2,12,3,12595.7507797192
2003,2,13,4,12340.1142240217
2003,2,14,5,13052.0229016219
2003,2,15,6,8849.9935757534
2003,2,16,7,7669.67950117042
2003,2,17,1,10709.2930630521
2003,2,18,2,12636.1426837652
2003,2,19,3,12626.9755735103
2003,2,20,4,12544.1297445907
2003,2,21,5,12690.8425698622
2003,2,22,6,8883.419416639
2003,2,23,7,7724.07852114102
2003,2,24,1,11873.5782682097
2003,2,25,2,12882.4281396625
2003,2,26,3,12354.6388152554
2003,2,27,4,12655.1550644923
2003,2,28,5,12532.6825906247
2003,3,1,6,8586.43372627257
2003,3,2,7,7544.86782583911
2003,3,3,1,12772.8809346553
2003,3,4,2,12872.4297639417
2003,3,5,3,12483.7559284279
2003,3,6,4,12604.4888221252
2003,3,7,5,12502.79909252
2003,3,8,6,8649.29758913788
2003,3,9,7,7387.65993855048
2003,3,10,1,11671.8167775607
2003,3,11,2,12936.8493696503
2003,3,12,3,12521.0115003019
2003,3,13,4,12333.3431014962
2003,3,14,5,12770.1147742234
2003,3,15,6,8601.24866431278
2003,3,16,7,7472.14449423363
2003,3,17,1,11991.05684415
2003,3,18,2,12958.569500234
2003,3,19,3,12587.9345732514
2003,3,20,4,12754.2075594449
2003,3,21,5,12652.1616841387
2003,3,22,6,8489.54592786404
2003,3,23,7,7421.92491228309
2003,3,24,1,11655.3763252857
2003,3,25,2,13053.0949756509
2003,3,26,3,12548.9160156001
2003,3,27,4,12601.2894813006
2003,3,28,5,12492.7849856052
2003,3,29,6,8690.30635772938
2003,3,30,7,7494.52435408647
2003,3,31,1,11481.3040465902
2003,4,1,2,12000.2956368366
2003,4,2,3,12993.5118309525
2003,4,3,4,12596.4514337265
2003,4,4,5,12668.1452314997
2003,4,5,6,8438.98285470029
2003,4,6,7,7264.8783225235
2003,4,7,1,11751.6851041501
2003,4,8,2,13020.2137139885
2003,4,9,3,12398.1208261605
2003,4,10,4,12687.7057223427
2003,4,11,5,12397.7938523106
2003,4,12,6,8517.62002662693
2003,4,13,7,7234.12292906732
2003,4,14,1,11800.6627674661
2003,4,15,2,13054.8471594595
2003,4,16,3,12947.9302594946
2003,4,17,4,12925.313612113
2003,4,18,5,11680.1628796874
2003,4,19,6,8155.17814625713
2003,4,20,7,7155.34782621938
2003,4,21,1,11464.1994227462
2003,4,22,2,12694.5990969286
2003,4,23,3,12615.77223452
2003,4,24,4,12530.1896957931
2003,4,25,5,12253.8813972
2003,4,26,6,8343.0214511115
2003,4,27,7,7452.87555349732
2003,4,28,1,11665.0661249385
2003,4,29,2,12671.7644543626
2003,4,30,3,12305.8767736863
2003,5,1,4,12728.5025552925
2003,5,2,5,12550.9888434362
2003,5,3,6,8490.05163389108
2003,5,4,7,7552.76417474425
2003,5,5,1,12001.319854234
2003,5,6,2,13166.009256349
2003,5,7,3,12667.4892735052
2003,5,8,4,12900.451911449
2003,5,9,5,12710.5949128232
2003,5,10,6,8705.66596017369
2003,5,11,7,7574.93568832952
2003,5,12,1,12117.4020699144
2003,5,13,2,12685.084289577
2003,5,14,3,12831.9248508478
2003,5,15,4,13072.8506898603
2003,5,16,5,12839.740052479
2003,5,17,6,8687.1967940174
2003,5,18,7,7605.50571497979
2003,5,19,1,12033.9395848947
2003,5,20,2,13241.4213276885
2003,5,21,3,13379.5946897007
2003,5,22,4,13394.4427151798
2003,5,23,5,13176.1757533507
2003,5,24,6,8767.75693064828
2003,5,25,7,7690.31004842519
2003,5,26,1,7932.76723910241
2003,5,27,2,12389.015270844
2003,5,28,3,13853.012771009
2003,5,29,4,13498.7409637506
2003,5,30,5,13224.4762935179
2003,5,31,6,8850.55588861629
2003,6,1,7,7650.2885412489
2003,6,2,1,12040.1965159516
2003,6,3,2,13090.2302364785
2003,6,4,3,12852.1117022522
2003,6,5,4,12849.55475313
2003,6,6,5,12867.577637469
2003,6,7,6,8670.8799050734
2003,6,8,7,7607.49774743418
2003,6,9,1,11917.0581808253
2003,6,10,2,13323.4181601169
2003,6,11,3,13154.3309767748
2003,6,12,4,13091.3097509239
2003,6,13,5,12014.3798672034
2003,6,14,6,8696.40322016096
2003,6,15,7,7679.54398331718
2003,6,16,1,12389.2503479041
2003,6,17,2,13442.6250640645
2003,6,18,3,13081.517439228
2003,6,19,4,12975.8887078727
2003,6,20,5,12692.4389961465
2003,6,21,6,8733.9354046998
2003,6,22,7,7742.05223382218
2003,6,23,1,12238.3213871959
2003,6,24,2,13576.7089668714
2003,6,25,3,13467.8028056411
2003,6,26,4,13329.5039654885
2003,6,27,5,12860.0828938012
2003,6,28,6,8860.31640132602
2003,6,29,7,7721.63916788717
2003,6,30,1,12261.4717441186
2003,7,1,2,13930.0416346117
2003,7,2,3,13823.7325209939
2003,7,3,4,13487.5804275144
2003,7,4,5,9504.72910968573
2003,7,5,6,8269.27796802369
2003,7,6,7,7871.70446137737
2003,7,7,1,12629.7880791055
2003,7,8,2,13905.9418188068
2003,7,9,3,13507.7134554614
2003,7,10,4,13599.6560788938
2003,7,11,5,13096.3618861255
2003,7,12,6,8908.04166321073
2003,7,13,7,7945.38113695964
2003,7,14,1,12280.4302188133
2003,7,15,2,13711.6114622043
2003,7,16,3,13481.3702881053
2003,7,17,4,13729.5760761368
2003,7,18,5,13226.1697078419
2003,7,19,6,8925.87853191615
2003,7,20,7,8057.17559289417
2003,7,21,1,12419.3388253967
2003,7,22,2,13775.5279162601
2003,7,23,3,13538.257821345
2003,7,24,4,13567.7063732652
2003,7,25,5,12974.4559943775
2003,7,26,6,8979.02213280973
2003,7,27,7,7829.27982251054
2003,7,28,1,12432.4734763249
2003,7,29,2,13824.1474638373
2003,7,30,3,13556.3883891451
2003,7,31,4,13444.1429837443
2003,8,1,5,13242.286026461
2003,8,2,6,8883.0422173894
2003,8,3,7,7838.13347751643
2003,8,4,1,12233.6943114158
2003,8,5,2,13734.8111999245
2003,8,6,3,13362.2581077472
2003,8,7,4,13539.3109236292
2003,8,8,5,13350.5591403811
2003,8,9,6,9225.35597553445
2003,8,10,7,7954.1367137754
2003,8,11,1,12282.1809716281
2003,8,12,2,13994.3863160374
2003,8,13,3,13202.8654355727
2003,8,14,4,13391.5967837477
2003,8,15,5,13205.0163511525
2003,8,16,6,9317.08975592204
2003,8,17,7,8183.48325200245
2003,8,18,1,12439.5623760734
2003,8,19,2,13829.7704476445
2003,8,20,3,13466.0906642458
2003,8,21,4,13528.1335355017
2003,8,22,5,13478.6925241655
2003,8,23,6,9238.91247427035
2003,8,24,7,7935.83615485093
2003,8,25,1,12630.1183691199
2003,8,26,2,14007.6270645928
2003,8,27,3,13852.6900431221
2003,8,28,4,14099.5225796776
2003,8,29,5,13768.7937075549
2003,8,30,6,9343.57505019526
2003,8,31,7,7865.96893691631
2003,9,1,1,8162.73804015886
2003,9,2,2,12684.0057198961
2003,9,3,3,14427.5228983894
2003,9,4,4,14160.9123336689
2003,9,5,5,13896.0074596147
2003,9,6,6,9399.15856758263
2003,9,7,7,8188.92279880304
2003,9,8,1,12700.2673035784
2003,9,9,2,13868.6066589744
2003,9,10,3,14179.1286841388
2003,9,11,4,13196.3330918412
2003,9,12,5,13849.2249953544
2003,9,13,6,9575.16298782088
2003,9,14,7,8499.60084823813
2003,9,15,1,13067.5911338019
2003,9,16,2,14399.2072582138
2003,9,17,3,14016.8601917647
2003,9,18,4,14065.2137397541
2003,9,19,5,13558.6516910736
2003,9,20,6,9688.27475006881
2003,9,21,7,8500.70663591422
2003,9,22,1,12987.0011480887
2003,9,23,2,14375.1482077159
2003,9,24,3,13838.6243771794
2003,9,25,4,13865.8381231837
2003,9,26,5,13847.3245323962
2003,9,27,6,9177.3335595372
2003,9,28,7,8204.25466257346
2003,9,29,1,12521.2717910412
2003,9,30,2,13413.0699921107
2003,10,1,3,13398.2380112358
2003,10,2,4,13638.3315747783
2003,10,3,5,13284.0508220994
2003,10,4,6,8983.99655515741
2003,10,5,7,7745.53460843702
2003,10,6,1,12102.3996353244
2003,10,7,2,13522.9695367104
2003,10,8,3,13507.0393306753
2003,10,9,4,13284.8009099928
2003,10,10,5,13303.830891504
2003,10,11,6,8723.44646995745
2003,10,12,7,7817.58151251016
2003,10,13,1,11455.677801122
2003,10,14,2,13271.8234834022
2003,10,15,3,12947.8454702315
2003,10,16,4,12712.0258226112
2003,10,17,5,12676.3199266068
2003,10,18,6,8563.75593139493
2003,10,19,7,7560.77593128843
2003,10,20,1,12072.7034218471
2003,10,21,2,13301.4113390114
2003,10,22,3,13054.1518075251
2003,10,23,4,12816.6549581749
2003,10,24,5,12565.1430823809
2003,10,25,6,8568.46185243563
2003,10,26,7,7818.44136341816
2003,10,27,1,11956.2165270824
2003,10,28,2,13426.3107016569
2003,10,29,3,12951.9189810599
2003,10,30,4,12600.5697627167
2003,10,31,5,11004.8063252382
2003,11,1,6,8492.60040183332
2003,11,2,7,7716.11597626577
2003,11,3,1,12443.2796474798
2003,11,4,2,13374.0252238928
2003,11,5,3,12997.0169475219
2003,11,6,4,12799.9300003712
2003,11,7,5,12535.8229255454
2003,11,8,6,8720.5506235223
2003,11,9,7,7482.66755984055
2003,11,10,1,12116.7249803439
2003,11,11,2,13165.562859912
2003,11,12,3,12679.5956572571
2003,11,13,4,12437.3378989183
2003,11,14,5,12430.9671104494
2003,11,15,6,8307.08546180736
2003,11,16,7,7483.74867074576
2003,11,17,1,12005.4250495465
2003,11,18,2,13328.4914397071
2003,11,19,3,12878.1418520275
2003,11,20,4,12987.0953693096
2003,11,21,5,13035.7384047481
2003,11,22,6,8623.39882495858
2003,11,23,7,7383.46343980483
2003,11,24,1,13034.7397254412
2003,11,25,2,13732.2936738636
2003,11,26,3,12069.7682073712
2003,11,27,4,7340.66902761053
2003,11,28,5,9406.00794195972
2003,11,29,6,8043.62982482756
2003,11,30,7,7330.00242735758
2003,12,1,1,12212.756984645
2003,12,2,2,13453.2659757329
2003,12,3,3,13199.3589559367
2003,12,4,4,12632.070444886
2003,12,5,5,12181.0279007209
2003,12,6,6,8247.10797731416
2003,12,7,7,7381.63596716429
2003,12,8,1,11708.9129610946
2003,12,9,2,13000.1624880678
2003,12,10,3,12739.2134820396
2003,12,11,4,12503.5292855357
2003,12,12,5,12483.9871185534
2003,12,13,6,8303.53130029973
2003,12,14,7,7462.17339253161
2003,12,15,1,12318.6984777723
2003,12,16,2,13649.2154547198
2003,12,17,3,13453.764408483
2003,12,18,4,13864.2095171609
2003,12,19,5,13694.3696332881
2003,12,20,6,8953.83757606172
2003,12,21,7,7655.99395838621
2003,12,22,1,13250.4984572865
2003,12,23,2,12937.7116341324
2003,12,24,3,9272.79643198909
2003,12,25,4,6744.39193232535
2003,12,26,5,10430.7202706353
2003,12,27,6,8785.36591066365
2003,12,28,7,7762.50541160962
2003,12,29,1,13125.3384755372
2003,12,30,2,14701.7001762954
2003,12,31,3,12540.8104919064
2004,1,1,4,8205.94212836203
2004,1,2,5,10585.4581612193
2004,1,3,6,8336.67645531149
2004,1,4,7,7356.84035546185
2004,1,5,1,11488.069738123
2004,1,6,2,12754.3094826097
2004,1,7,3,12716.0895603531
2004,1,8,4,12781.7161041163
2004,1,9,5,12468.2369563264
2004,1,10,6,8337.45664664922
2004,1,11,7,7316.36998840144
2004,1,12,1,11813.5355535522
2004,1,13,2,12639.099399967
2004,1,14,3,12963.5464454512
2004,1,15,4,12836.1274072248
2004,1,16,5,12424.7211645434
2004,1,17,6,8441.62980305355
2004,1,18,7,7511.93336645387
2004,1,19,1,11151.3641902677
2004,1,20,2,12811.6647076264
2004,1,21,3,12751.8257445609
2004,1,22,4,12676.5569772765
2004,1,23,5,12643.3647962944
2004,1,24,6,8633.10014530608
2004,1,25,7,7555.93215709853
2004,1,26,1,11611.2680053882
2004,1,27,2,12890.7934396812
2004,1,28,3,12375.3300682037
2004,1,29,4,12312.8043645302
2004,1,30,5,12373.2603930252
2004,1,31,6,8310.08928415365
2004,2,1,7,7270.46788846267
2004,2,2,1,11686.9103256085
2004,2,3,2,13210.6446803373
2004,2,4,3,12581.0651166188
2004,2,5,4,12572.1139737118
2004,2,6,5,12372.2167622102
2004,2,7,6,8531.30666350617
2004,2,8,7,7441.5116914108
2004,2,9,1,11654.5108846198
2004,2,10,2,13138.6592169575
2004,2,11,3,12966.5437464077
2004,2,12,4,12955.6753719207
2004,2,13,5,11749.8259040844
2004,2,14,6,8944.38028390694
2004,2,15,7,7601.11636951633
2004,2,16,1,11279.3974106755
2004,2,17,2,12789.7581653757
2004,2,18,3,12954.5772361806
2004,2,19,4,12710.036831888
2004,2,20,5,12721.3541524726
2004,2,21,6,8480.29160213645
2004,2,22,7,7553.09203268311
2004,2,23,1,11563.686671249
2004,2,24,2,13008.8774179822
2004,2,25,3,12800.252526741
2004,2,26,4,12620.2806242771
2004,2,27,5,12403.1178815929
2004,2,28,6,8488.93442339285
2004,2,29,7,7301.82135410898
2004,3,1,1,12016.8835194769
2004,3,2,2,12942.9937337146
2004,3,3,3,12697.0546098451
2004,3,4,4,12610.8254514733
2004,3,5,5,12407.4650719461
2004,3,6,6,8531.83196736262
2004,3,7,7,7302.70872527799
2004,3,8,1,11814.4689456732
2004,3,9,2,12988.5310557032
2004,3,10,3,12776.5548239237
2004,3,11,4,12799.938991769
2004,3,12,5,12518.06844196
2004,3,13,6,8398.19690283899
2004,3,14,7,7400.46610653727
2004,3,15,1,11903.6606721429
2004,3,16,2,12872.2232799129
2004,3,17,3,12980.4827537221
2004,3,18,4,12709.9186774377
2004,3,19,5,12479.5454768263
2004,3,20,6,8329.15455691116
2004,3,21,7,7548.08133706909
2004,3,22,1,11842.303924002
2004,3,23,2,12978.2307344419
2004,3,24,3,12764.361118492
2004,3,25,4,12836.5284227033
2004,3,26,5,12372.4708916408
2004,3,27,6,8601.76472595105
2004,3,28,7,7549.17072738917
2004,3,29,1,11788.0825620013
2004,3,30,2,13077.5705899827
2004,3,31,3,12542.3228633685
2004,4,1,4,12137.0004702909
2004,4,2,5,12774.164837554
2004,4,3,6,8477.32518006573
2004,4,4,7,7559.95825217832
2004,4,5,1,12013.2926718217
2004,4,6,2,13122.9765944548
2004,4,7,3,12930.0514832206
2004,4,8,4,12837.5100036658
2004,4,9,5,11695.8411972492
2004,4,10,6,8148.12295396125
2004,4,11,7,6969.29109202703
2004,4,12,1,11752.9762628675
2004,4,13,2,12613.7382774158
2004,4,14,3,12732.7351098813
2004,4,15,4,12784.2218024753
2004,4,16,5,12482.8286212928
2004,4,17,6,8583.97328804788
2004,4,18,7,7447.14234572793
2004,4,19,1,11791.7507355461
2004,4,20,2,13127.2062317181
2004,4,21,3,12785.7516048296
2004,4,22,4,12865.7102370288
2004,4,23,5,12441.3190527139
2004,4,24,6,8595.3582004889
2004,4,25,7,7505.83631563714
2004,4,26,1,12020.0772907127
2004,4,27,2,13148.4575786185
2004,4,28,3,12756.6319641147
2004,4,29,4,12618.4616815328
2004,4,30,5,12362.9549908535
2004,5,1,6,8260.46557649885
2004,5,2,7,7434.19838331299
2004,5,3,1,11838.9219368357
2004,5,4,2,12825.4459988353
2004,5,5,3,12851.2572656622
2004,5,6,4,12706.939402763
2004,5,7,5,12580.6374621646
2004,5,8,6,8596.98647702571
2004,5,9,7,7379.70915465085
2004,5,10,1,12242.8805934059
2004,5,11,2,13227.6285672802
2004,5,12,3,12987.9424818466
2004,5,13,4,12371.417074789
2004,5,14,5,12687.9478387402
2004,5,15,6,8496.20201960759
2004,5,16,7,7614.2132527803
2004,5,17,1,12173.0581910658
2004,5,18,2,13293.0216193883
2004,5,19,3,12576.1248394311
2004,5,20,4,13035.211029565
2004,5,21,5,12624.8184361385
2004,5,22,6,8614.4589827905
2004,5,23,7,7629.23631239658
2004,5,24,1,12341.0397441239
2004,5,25,2,13451.6721808804
2004,5,26,3,12891.0284726914
2004,5,27,4,13469.2332810368
2004,5,28,5,12941.3605674716
2004,5,29,6,8720.01794813475
2004,5,30,7,7510.35505784398
2004,5,31,1,7868.44431551595
2004,6,1,2,12440.4179352009
2004,6,2,3,13783.4732631451
2004,6,3,4,13643.9160462711
2004,6,4,5,13059.6924862275
2004,6,5,6,8707.43529778851
2004,6,6,7,7450.97600647841
2004,6,7,1,12173.6995817333
2004,6,8,2,13338.8447776641
2004,6,9,3,12805.2796300081
2004,6,10,4,13141.3619426726
2004,6,11,5,12689.1169702149
2004,6,12,6,8582.4247293604
2004,6,13,7,7647.74888997303
2004,6,14,1,12201.6272364852
2004,6,15,2,13315.3324939694
2004,6,16,3,13140.6589803747
2004,6,17,4,13163.9422991385
2004,6,18,5,12784.9588059321
2004,6,19,6,8491.96343008053
2004,6,20,7,7627.94294237461
2004,6,21,1,12092.1817572335
2004,6,22,2,13235.7726120602
2004,6,23,3,13095.2216224597
2004,6,24,4,13267.5469729518
2004,6,25,5,13072.8605818783
2004,6,26,6,8786.81049864844
2004,6,27,7,7714.10659583363
2004,6,28,1,12382.9300270198
2004,6,29,2,13587.0656990613
2004,6,30,3,13446.0232875191
2004,7,1,4,13887.6733711881
2004,7,2,5,13270.3059178788
2004,7,3,6,8900.71329544247
2004,7,4,7,7820.0898356192
2004,7,5,1,8977.35048528543
2004,7,6,2,13222.1672111464
