"","year","month","date_of_month","day_of_week","autos"
"776",2002,2,14,4,13064.09662
"777",2002,2,15,5,12546.40789
"778",2002,2,16,6,8711.368272
"779",2002,2,17,7,7484.39624
"780",2002,2,18,1,10906.68115
"781",2002,2,19,2,12260.7186
"782",2002,2,20,3,12815.80772
"783",2002,2,21,4,12386.6634
"784",2002,2,22,5,12666.29808
"785",2002,2,23,6,8638.233246
"786",2002,2,24,7,7488.4109
"787",2002,2,25,1,11547.91997
"788",2002,2,26,2,12488.55604
"789",2002,2,27,3,12302.73721
"790",2002,2,28,4,12371.97022
"791",2002,3,1,5,12385.70004
"792",2002,3,2,6,8508.26846
"793",2002,3,3,7,7623.48878
"794",2002,3,4,1,11660.91809
"795",2002,3,5,2,12678.00206
"796",2002,3,6,3,12372.06187
"797",2002,3,7,4,12525.95861
"798",2002,3,8,5,12243.63276
"799",2002,3,9,6,8605.46928
"800",2002,3,10,7,7634.190186
"801",2002,3,11,1,11197.54696
"802",2002,3,12,2,12667.99748
"803",2002,3,13,3,12031.15952
"804",2002,3,14,4,12582.04829
"805",2002,3,15,5,12472.60522
"806",2002,3,16,6,8696.061451
"807",2002,3,17,7,7680.05454
"808",2002,3,18,1,11624.7076
"809",2002,3,19,2,12675.54841
"810",2002,3,20,3,12575.04896
"811",2002,3,21,4,12501.69482
"812",2002,3,22,5,12250.25631
"813",2002,3,23,6,8569.133918
"814",2002,3,24,7,7418.016603
"815",2002,3,25,1,11508.42078
"816",2002,3,26,2,12841.70544
"817",2002,3,27,3,12567.89477
"818",2002,3,28,4,12454.77134
"819",2002,3,29,5,11450.79241
"820",2002,3,30,6,8267.966456
"821",2002,3,31,7,7083.242364
"822",2002,4,1,1,10263.12493
"823",2002,4,2,2,12885.02056
"824",2002,4,3,3,12373.37116
"825",2002,4,4,4,12260.49908
"826",2002,4,5,5,12008.20411
"827",2002,4,6,6,8301.371742
"828",2002,4,7,7,7108.525511
"829",2002,4,8,1,11706.49504
"830",2002,4,9,2,12742.1694
"831",2002,4,10,3,12417.70912
"832",2002,4,11,4,12236.32442
"833",2002,4,12,5,12273.06315
"834",2002,4,13,6,8446.350684
"835",2002,4,14,7,7580.498955
"836",2002,4,15,1,11411.07553
"837",2002,4,16,2,12847.87111
"838",2002,4,17,3,12574.19746
"839",2002,4,18,4,12489.43505
"840",2002,4,19,5,12297.45732
"841",2002,4,20,6,8224.069607
"842",2002,4,21,7,7297.305485
"843",2002,4,22,1,11575.48847
"844",2002,4,23,2,12456.49489
"845",2002,4,24,3,12296.48043
"846",2002,4,25,4,12469.57023
"847",2002,4,26,5,11915.63533
"848",2002,4,27,6,8242.677943
"849",2002,4,28,7,7500.181777
"850",2002,4,29,1,11420.48484
"851",2002,4,30,2,12666.01832
"852",2002,5,1,3,12297.88361
"853",2002,5,2,4,12405.76036
"854",2002,5,3,5,12130.38082
"855",2002,5,4,6,8214.615086
"856",2002,5,5,7,7446.816117
"857",2002,5,6,1,11362.27692
"858",2002,5,7,2,12505.90558
"859",2002,5,8,3,12333.65755
"860",2002,5,9,4,12217.86916
"861",2002,5,10,5,12327.99525
"862",2002,5,11,6,8327.662661
"863",2002,5,12,7,7487.480647
"864",2002,5,13,1,11405.14208
"865",2002,5,14,2,12907.14931
"866",2002,5,15,3,12703.3206
"867",2002,5,16,4,12607.83692
"868",2002,5,17,5,12219.11281
"869",2002,5,18,6,8527.781719
"870",2002,5,19,7,7469.350527
"871",2002,5,20,1,11788.19846
"872",2002,5,21,2,12917.09499
"873",2002,5,22,3,12671.10059
"874",2002,5,23,4,13122.84066
"875",2002,5,24,5,12775.91245
"876",2002,5,25,6,8514.510208
"877",2002,5,26,7,7281.950875
"878",2002,5,27,1,7764.969685
"879",2002,5,28,2,12147.62645
"880",2002,5,29,3,13437.87244
"881",2002,5,30,4,12962.68025
"882",2002,5,31,5,12568.21643
"883",2002,6,1,6,8544.880334
"884",2002,6,2,7,7661.725666
"885",2002,6,3,1,11432.92828
"886",2002,6,4,2,12616.80933
"887",2002,6,5,3,12662.81663
"888",2002,6,6,4,12745.79805
"889",2002,6,7,5,12280.61178
"890",2002,6,8,6,8522.224957
"891",2002,6,9,7,7486.185816
"892",2002,6,10,1,11863.38165
"893",2002,6,11,2,12712.59189
"894",2002,6,12,3,12757.48957
"895",2002,6,13,4,12455.83242
"896",2002,6,14,5,12562.78855
"897",2002,6,15,6,8708.640665
"898",2002,6,16,7,7684.822777
"899",2002,6,17,1,11739.01409
"900",2002,6,18,2,13138.95831
"901",2002,6,19,3,12599.55656
"902",2002,6,20,4,12847.98836
"903",2002,6,21,5,12377.03901
"904",2002,6,22,6,8676.081559
"905",2002,6,23,7,7660.836608
"906",2002,6,24,1,11973.0438
"907",2002,6,25,2,13424.82844
"908",2002,6,26,3,13166.3353
"909",2002,6,27,4,13309.0621
"910",2002,6,28,5,12994.63593
"911",2002,6,29,6,8994.079513
"912",2002,6,30,7,7830.903018
"913",2002,7,1,1,12583.84568
"914",2002,7,2,2,14187.19477
"915",2002,7,3,3,13627.14697
"916",2002,7,4,4,9482.715819
"917",2002,7,5,5,11325.98956
"918",2002,7,6,6,8817.372627
"919",2002,7,7,7,8079.177639
"920",2002,7,8,1,12252.14482
"921",2002,7,9,2,13815.25389
"922",2002,7,10,3,13263.11825
"923",2002,7,11,4,13215.32654
"924",2002,7,12,5,12761.19015
"925",2002,7,13,6,8895.974203
"926",2002,7,14,7,7884.324257
"927",2002,7,15,1,12369.65608
"928",2002,7,16,2,13606.20622
"929",2002,7,17,3,13393.60866
"930",2002,7,18,4,13395.83675
"931",2002,7,19,5,12899.97285
"932",2002,7,20,6,8799.315808
"933",2002,7,21,7,7954.663583
"934",2002,7,22,1,12194.75497
"935",2002,7,23,2,13630.49239
"936",2002,7,24,3,13229.99289
"937",2002,7,25,4,13344.99712
"938",2002,7,26,5,12916.34587
"939",2002,7,27,6,9073.435677
"940",2002,7,28,7,7914.268467
"941",2002,7,29,1,12146.98538
"942",2002,7,30,2,13592.68516
"943",2002,7,31,3,13311.1582
"944",2002,8,1,4,13266.73965
"945",2002,8,2,5,13127.77747
"946",2002,8,3,6,8959.67598
"947",2002,8,4,7,7833.207237
"948",2002,8,5,1,12189.64189
"949",2002,8,6,2,13407.22252
"950",2002,8,7,3,13034.19833
"951",2002,8,8,4,13417.42038
"952",2002,8,9,5,12894.27349
"953",2002,8,10,6,9078.156474
"954",2002,8,11,7,7969.925653
"955",2002,8,12,1,12310.70255
"956",2002,8,13,2,13604.67342
"957",2002,8,14,3,13301.7713
"958",2002,8,15,4,13551.11601
"959",2002,8,16,5,13132.64414
"960",2002,8,17,6,9296.34047
"961",2002,8,18,7,7924.784195
"962",2002,8,19,1,12299.22003
"963",2002,8,20,2,13821.20223
"964",2002,8,21,3,13354.42313
"965",2002,8,22,4,13231.23568
"966",2002,8,23,5,13133.35712
"967",2002,8,24,6,9086.002336
"968",2002,8,25,7,7962.090092
"969",2002,8,26,1,12181.70634
"970",2002,8,27,2,13788.82909
"971",2002,8,28,3,13399.53218
"972",2002,8,29,4,13426.32464
"973",2002,8,30,5,13301.48029
"974",2002,8,31,6,9122.181331
"975",2002,9,1,7,7945.260204
"976",2002,9,2,1,8297.564092
"977",2002,9,3,2,12612.41023
"978",2002,9,4,3,13966.6968
"979",2002,9,5,4,14022.05072
"980",2002,9,6,5,13680.81431
"981",2002,9,7,6,9353.526087
"982",2002,9,8,7,8075.396551
"983",2002,9,9,1,12874.34392
"984",2002,9,10,2,13939.0189
"985",2002,9,11,3,12655.20127
"986",2002,9,12,4,14246.46685
"987",2002,9,13,5,13030.80905
"988",2002,9,14,6,9386.782701
"989",2002,9,15,7,8433.88712
"990",2002,9,16,1,12792.48069
"991",2002,9,17,2,14239.7044
"992",2002,9,18,3,13951.80329
"993",2002,9,19,4,13898.81974
"994",2002,9,20,5,13721.94947
"995",2002,9,21,6,9612.873034
"996",2002,9,22,7,8222.345871
"997",2002,9,23,1,12794.90428
"998",2002,9,24,2,14204.84349
"999",2002,9,25,3,13519.00075
"1000",2002,9,26,4,13467.15742
"1001",2002,9,27,5,13299.77961
"1002",2002,9,28,6,9249.739804
"1003",2002,9,29,7,7968.5376
"1004",2002,9,30,1,12230.36578
"1005",2002,10,1,2,13626.36155
"1006",2002,10,2,3,13511.56753
"1007",2002,10,3,4,13042.90168
"1008",2002,10,4,5,12814.51208
"1009",2002,10,5,6,8921.841209
"1010",2002,10,6,7,7801.792656
"1011",2002,10,7,1,11970.75719
"1012",2002,10,8,2,13064.79477
"1013",2002,10,9,3,12658.44172
"1014",2002,10,10,4,12683.13811
"1015",2002,10,11,5,12468.46405
"1016",2002,10,12,6,8450.787122
"1017",2002,10,13,7,7416.445477
"1018",2002,10,14,1,11559.83916
"1019",2002,10,15,2,12787.22244
"1020",2002,10,16,3,12641.19793
"1021",2002,10,17,4,12507.2221
"1022",2002,10,18,5,12196.15871
"1023",2002,10,19,6,8534.216364
"1024",2002,10,20,7,7404.85695
"1025",2002,10,21,1,11688.96767
"1026",2002,10,22,2,13213.18646
"1027",2002,10,23,3,12654.73521
"1028",2002,10,24,4,12679.54912
"1029",2002,10,25,5,12522.88685
"1030",2002,10,26,6,8413.157875
"1031",2002,10,27,7,7689.283785
"1032",2002,10,28,1,11852.51314
"1033",2002,10,29,2,12832.18601
"1034",2002,10,30,3,12274.83243
"1035",2002,10,31,4,10850.23412
"1036",2002,11,1,5,12589.37285
"1037",2002,11,2,6,8560.671777
"1038",2002,11,3,7,7502.802297
"1039",2002,11,4,1,11760.43701
"1040",2002,11,5,2,12906.16556
"1041",2002,11,6,3,12603.37317
"1042",2002,11,7,4,12654.89795
"1043",2002,11,8,5,12471.73834
"1044",2002,11,9,6,8615.443397
"1045",2002,11,10,7,7692.698791
"1046",2002,11,11,1,11510.21357
"1047",2002,11,12,2,12726.40942
"1048",2002,11,13,3,12097.92549
"1049",2002,11,14,4,12484.91464
"1050",2002,11,15,5,12273.12157
"1051",2002,11,16,6,8293.670993
"1052",2002,11,17,7,7354.153439
"1053",2002,11,18,1,11789.77301
"1054",2002,11,19,2,12716.05594
"1055",2002,11,20,3,12574.46422
"1056",2002,11,21,4,12715.53219
"1057",2002,11,22,5,12977.10953
"1058",2002,11,23,6,8581.364933
"1059",2002,11,24,7,7651.595231
"1060",2002,11,25,1,12470.02389
"1061",2002,11,26,2,13377.18352
"1062",2002,11,27,3,11544.91977
"1063",2002,11,28,4,7391.300573
"1064",2002,11,29,5,9342.255844
"1065",2002,11,30,6,8158.837847
"1066",2002,12,1,7,7403.12704
"1067",2002,12,2,1,11929.64862
"1068",2002,12,3,2,13313.66811
"1069",2002,12,4,3,12684.40928
"1070",2002,12,5,4,12595.55472
"1071",2002,12,6,5,11775.80013
"1072",2002,12,7,6,8512.383076
"1073",2002,12,8,7,7339.233052
"1074",2002,12,9,1,11548.1094
"1075",2002,12,10,2,12866.41365
"1076",2002,12,11,3,12630.07621
"1077",2002,12,12,4,12847.53175
"1078",2002,12,13,5,11598.5247
"1079",2002,12,14,6,8422.142621
"1080",2002,12,15,7,7514.769733
"1081",2002,12,16,1,12344.27468
"1082",2002,12,17,2,13453.22157
"1083",2002,12,18,3,13578.52522
"1084",2002,12,19,4,13666.09777
"1085",2002,12,20,5,14014.40729
"1086",2002,12,21,6,9094.02316
"1087",2002,12,22,7,7607.795954
"1088",2002,12,23,1,11395.76948
"1089",2002,12,24,2,9130.978092
"1090",2002,12,25,3,6773.038815
"1091",2002,12,26,4,11240.68541
"1092",2002,12,27,5,13649.57546
"1093",2002,12,28,6,9115.013936
"1094",2002,12,29,7,8034.651411
"1095",2002,12,30,1,13156.9966
"1096",2002,12,31,2,12581.48625
"1097",2003,1,1,3,7906.220397
"1098",2003,1,2,4,11122.9331
"1099",2003,1,3,5,12252.80572
"1100",2003,1,4,6,8519.157501
"1101",2003,1,5,7,7495.212797
"1102",2003,1,6,1,11363.80439
"1103",2003,1,7,2,12658.23965
"1104",2003,1,8,3,12166.94999
"1105",2003,1,9,4,12081.11719
"1106",2003,1,10,5,12517.02409
"1107",2003,1,11,6,8470.570657
"1108",2003,1,12,7,7297.485646
"1109",2003,1,13,1,11195.88157
"1110",2003,1,14,2,12917.65689
"1111",2003,1,15,3,12139.4675
"1112",2003,1,16,4,12136.93053
"1113",2003,1,17,5,12108.26104
"1114",2003,1,18,6,8430.670252
"1115",2003,1,19,7,7498.049345
"1116",2003,1,20,1,11044.76393
"1117",2003,1,21,2,12288.72506
"1118",2003,1,22,3,12098.42703
"1119",2003,1,23,4,12185.85839
"1120",2003,1,24,5,12106.60383
"1121",2003,1,25,6,8379.613171
"1122",2003,1,26,7,7388.045274
"1123",2003,1,27,1,11418.51767
"1124",2003,1,28,2,12592.53093
"1125",2003,1,29,3,12101.45482
"1126",2003,1,30,4,12289.43364
"1127",2003,1,31,5,11989.65769
"1128",2003,2,1,6,8665.923109
"1129",2003,2,2,7,7685.337519
"1130",2003,2,3,1,11499.6468
"1131",2003,2,4,2,12566.60352
"1132",2003,2,5,3,12011.0398
"1133",2003,2,6,4,12351.04639
"1134",2003,2,7,5,12381.1108
"1135",2003,2,8,6,8573.743532
"1136",2003,2,9,7,7480.659343
"1137",2003,2,10,1,11996.83625
"1138",2003,2,11,2,12960.33746
"1139",2003,2,12,3,12595.76147
"1140",2003,2,13,4,12340.23486
"1141",2003,2,14,5,13050.37487
"1142",2003,2,15,6,8849.652303
"1143",2003,2,16,7,7670.029796
"1144",2003,2,17,1,10705.46189
"1145",2003,2,18,2,12636.65153
"1146",2003,2,19,3,12625.15406
"1147",2003,2,20,4,12545.72639
"1148",2003,2,21,5,12688.02916
"1149",2003,2,22,6,8883.609767
"1150",2003,2,23,7,7722.458111
"1151",2003,2,24,1,11874.15182
"1152",2003,2,25,2,12881.3352
"1153",2003,2,26,3,12355.71935
"1154",2003,2,27,4,12656.28692
"1155",2003,2,28,5,12531.50246
"1156",2003,3,1,6,8587.206725
"1157",2003,3,2,7,7545.090423
"1158",2003,3,3,1,12773.2909
"1159",2003,3,4,2,12871.10168
"1160",2003,3,5,3,12484.28281
"1161",2003,3,6,4,12603.16501
"1162",2003,3,7,5,12502.24483
"1163",2003,3,8,6,8648.419061
"1164",2003,3,9,7,7387.973216
"1165",2003,3,10,1,11670.43717
"1166",2003,3,11,2,12934.88151
"1167",2003,3,12,3,12520.00869
"1168",2003,3,13,4,12333.88539
"1169",2003,3,14,5,12770.31543
"1170",2003,3,15,6,8600.715645
"1171",2003,3,16,7,7472.566386
"1172",2003,3,17,1,11989.96309
"1173",2003,3,18,2,12961.83708
"1174",2003,3,19,3,12586.86689
"1175",2003,3,20,4,12754.9933
"1176",2003,3,21,5,12651.90237
"1177",2003,3,22,6,8488.12898
"1178",2003,3,23,7,7418.787954
"1179",2003,3,24,1,11653.59171
"1180",2003,3,25,2,13053.92905
"1181",2003,3,26,3,12550.08793
"1182",2003,3,27,4,12600.49973
"1183",2003,3,28,5,12493.43412
"1184",2003,3,29,6,8690.533093
"1185",2003,3,30,7,7493.290332
"1186",2003,3,31,1,11480.47623
"1187",2003,4,1,2,11998.48714
"1188",2003,4,2,3,12994.7071
"1189",2003,4,3,4,12597.12083
"1190",2003,4,4,5,12668.81718
"1191",2003,4,5,6,8440.033661
"1192",2003,4,6,7,7265.733546
"1193",2003,4,7,1,11749.71466
"1194",2003,4,8,2,13020.03105
"1195",2003,4,9,3,12397.52647
"1196",2003,4,10,4,12689.86993
"1197",2003,4,11,5,12396.8411
"1198",2003,4,12,6,8517.949762
"1199",2003,4,13,7,7232.681322
"1200",2003,4,14,1,11799.56098
"1201",2003,4,15,2,13056.34072
"1202",2003,4,16,3,12947.36934
"1203",2003,4,17,4,12926.25482
"1204",2003,4,18,5,11678.6144
"1205",2003,4,19,6,8156.520736
"1206",2003,4,20,7,7155.045007
"1207",2003,4,21,1,11464.93726
"1208",2003,4,22,2,12696.03582
"1209",2003,4,23,3,12615.81049
"1210",2003,4,24,4,12530.509
"1211",2003,4,25,5,12254.66924
"1212",2003,4,26,6,8344.181791
"1213",2003,4,27,7,7453.306473
"1214",2003,4,28,1,11664.78166
"1215",2003,4,29,2,12672.67181
"1216",2003,4,30,3,12305.76313
"1217",2003,5,1,4,12728.70815
"1218",2003,5,2,5,12550.55129
"1219",2003,5,3,6,8489.383491
"1220",2003,5,4,7,7549.620447
"1221",2003,5,5,1,12001.99756
"1222",2003,5,6,2,13166.18025
"1223",2003,5,7,3,12666.65195
"1224",2003,5,8,4,12902.77762
"1225",2003,5,9,5,12711.44133
"1226",2003,5,10,6,8705.519555
"1227",2003,5,11,7,7577.133224
"1228",2003,5,12,1,12117.00413
"1229",2003,5,13,2,12683.36752
"1230",2003,5,14,3,12832.379
"1231",2003,5,15,4,13074.92156
"1232",2003,5,16,5,12840.28728
"1233",2003,5,17,6,8687.210012
"1234",2003,5,18,7,7606.46269
"1235",2003,5,19,1,12035.49826
"1236",2003,5,20,2,13238.65571
"1237",2003,5,21,3,13379.94504
"1238",2003,5,22,4,13393.60842
"1239",2003,5,23,5,13176.86229
"1240",2003,5,24,6,8769.707963
"1241",2003,5,25,7,7689.439875
"1242",2003,5,26,1,7933.210531
"1243",2003,5,27,2,12389.62391
"1244",2003,5,28,3,13855.67697
"1245",2003,5,29,4,13495.94124
"1246",2003,5,30,5,13223.6354
"1247",2003,5,31,6,8849.324758
"1248",2003,6,1,7,7650.025154
"1249",2003,6,2,1,12039.57124
"1250",2003,6,3,2,13089.61909
"1251",2003,6,4,3,12851.93959
"1252",2003,6,5,4,12849.16312
"1253",2003,6,6,5,12867.04029
"1254",2003,6,7,6,8670.528458
"1255",2003,6,8,7,7606.546894
"1256",2003,6,9,1,11917.17798
"1257",2003,6,10,2,13326.23367
"1258",2003,6,11,3,13155.46689
"1259",2003,6,12,4,13091.4955
"1260",2003,6,13,5,12012.0212
"1261",2003,6,14,6,8695.09118
"1262",2003,6,15,7,7681.398977
"1263",2003,6,16,1,12389.4888
"1264",2003,6,17,2,13442.90625
"1265",2003,6,18,3,13083.27995
"1266",2003,6,19,4,12976.58156
"1267",2003,6,20,5,12692.42987
"1268",2003,6,21,6,8733.684129
"1269",2003,6,22,7,7742.293768
"1270",2003,6,23,1,12236.86154
"1271",2003,6,24,2,13579.34459
"1272",2003,6,25,3,13467.83334
"1273",2003,6,26,4,13329.06303
"1274",2003,6,27,5,12863.08057
"1275",2003,6,28,6,8860.675801
"1276",2003,6,29,7,7724.004347
"1277",2003,6,30,1,12258.73011
"1278",2003,7,1,2,13929.83322
"1279",2003,7,2,3,13824.09971
"1280",2003,7,3,4,13486.47819
"1281",2003,7,4,5,9503.041782
"1282",2003,7,5,6,8268.733194
"1283",2003,7,6,7,7870.915336
"1284",2003,7,7,1,12630.13019
"1285",2003,7,8,2,13906.36344
"1286",2003,7,9,3,13510.17246
"1287",2003,7,10,4,13600.07524
"1288",2003,7,11,5,13095.42035
"1289",2003,7,12,6,8907.251592
"1290",2003,7,13,7,7945.78626
"1291",2003,7,14,1,12281.1838
"1292",2003,7,15,2,13710.88956
"1293",2003,7,16,3,13481.39793
"1294",2003,7,17,4,13728.80777
"1295",2003,7,18,5,13225.29505
"1296",2003,7,19,6,8927.726444
"1297",2003,7,20,7,8058.537976
"1298",2003,7,21,1,12420.30914
"1299",2003,7,22,2,13775.02777
"1300",2003,7,23,3,13538.44932
"1301",2003,7,24,4,13568.01556
"1302",2003,7,25,5,12976.03656
"1303",2003,7,26,6,8977.195724
"1304",2003,7,27,7,7830.689975
"1305",2003,7,28,1,12434.181
"1306",2003,7,29,2,13826.38839
"1307",2003,7,30,3,13557.45944
"1308",2003,7,31,4,13444.28586
"1309",2003,8,1,5,13243.36602
"1310",2003,8,2,6,8883.678709
"1311",2003,8,3,7,7837.667471
"1312",2003,8,4,1,12233.11171
"1313",2003,8,5,2,13735.83788
"1314",2003,8,6,3,13363.34394
"1315",2003,8,7,4,13539.20777
"1316",2003,8,8,5,13349.86683
"1317",2003,8,9,6,9224.91785
"1318",2003,8,10,7,7954.133908
"1319",2003,8,11,1,12282.80674
"1320",2003,8,12,2,13995.17832
"1321",2003,8,13,3,13203.06579
"1322",2003,8,14,4,13391.98311
"1323",2003,8,15,5,13205.05939
"1324",2003,8,16,6,9317.454716
"1325",2003,8,17,7,8179.243569
"1326",2003,8,18,1,12437.00668
"1327",2003,8,19,2,13830.72145
"1328",2003,8,20,3,13463.87312
"1329",2003,8,21,4,13528.11475
"1330",2003,8,22,5,13478.92018
"1331",2003,8,23,6,9239.691425
"1332",2003,8,24,7,7936.678819
"1333",2003,8,25,1,12632.55757
"1334",2003,8,26,2,14009.80863
"1335",2003,8,27,3,13852.95517
"1336",2003,8,28,4,14098.51432
"1337",2003,8,29,5,13769.23433
"1338",2003,8,30,6,9341.566354
"1339",2003,8,31,7,7865.453277
"1340",2003,9,1,1,8163.739846
"1341",2003,9,2,2,12683.77897
"1342",2003,9,3,3,14426.15237
"1343",2003,9,4,4,14160.00843
"1344",2003,9,5,5,13894.91963
"1345",2003,9,6,6,9398.740063
"1346",2003,9,7,7,8188.181598
"1347",2003,9,8,1,12701.6085
"1348",2003,9,9,2,13868.55916
"1349",2003,9,10,3,14179.96155
"1350",2003,9,11,4,13194.97926
"1351",2003,9,12,5,13847.83172
"1352",2003,9,13,6,9573.588427
"1353",2003,9,14,7,8500.463005
"1354",2003,9,15,1,13067.99807
"1355",2003,9,16,2,14400.00043
"1356",2003,9,17,3,14018.44733
"1357",2003,9,18,4,14066.08881
"1358",2003,9,19,5,13560.41279
"1359",2003,9,20,6,9687.908086
"1360",2003,9,21,7,8500.0571
"1361",2003,9,22,1,12987.38629
"1362",2003,9,23,2,14373.42559
"1363",2003,9,24,3,13841.22384
"1364",2003,9,25,4,13864.35936
"1365",2003,9,26,5,13846.61154
"1366",2003,9,27,6,9177.294658
"1367",2003,9,28,7,8205.350888
"1368",2003,9,29,1,12521.3404
"1369",2003,9,30,2,13412.90153
"1370",2003,10,1,3,13396.87484
"1371",2003,10,2,4,13639.77954
"1372",2003,10,3,5,13283.56561
"1373",2003,10,4,6,8983.569701
"1374",2003,10,5,7,7743.570335
"1375",2003,10,6,1,12104.75371
"1376",2003,10,7,2,13522.28793
"1377",2003,10,8,3,13508.80985
"1378",2003,10,9,4,13284.45147
"1379",2003,10,10,5,13305.32531
"1380",2003,10,11,6,8722.00066
"1381",2003,10,12,7,7815.698186
"1382",2003,10,13,1,11457.03568
"1383",2003,10,14,2,13273.69066
"1384",2003,10,15,3,12949.02943
"1385",2003,10,16,4,12712.94243
"1386",2003,10,17,5,12676.13598
"1387",2003,10,18,6,8565.362285
"1388",2003,10,19,7,7561.180565
"1389",2003,10,20,1,12072.38908
"1390",2003,10,21,2,13300.71538
"1391",2003,10,22,3,13054.30504
"1392",2003,10,23,4,12818.35397
"1393",2003,10,24,5,12565.52863
"1394",2003,10,25,6,8565.880215
"1395",2003,10,26,7,7818.522081
"1396",2003,10,27,1,11954.24947
"1397",2003,10,28,2,13424.98427
"1398",2003,10,29,3,12949.77691
"1399",2003,10,30,4,12599.94056
"1400",2003,10,31,5,11005.64341
"1401",2003,11,1,6,8490.381481
"1402",2003,11,2,7,7717.683985
"1403",2003,11,3,1,12441.2678
"1404",2003,11,4,2,13373.2113
"1405",2003,11,5,3,13000.08274
"1406",2003,11,6,4,12800.27117
"1407",2003,11,7,5,12536.25692
"1408",2003,11,8,6,8719.163005
"1409",2003,11,9,7,7481.499308
"1410",2003,11,10,1,12116.55387
"1411",2003,11,11,2,13165.38297
"1412",2003,11,12,3,12678.15971
"1413",2003,11,13,4,12438.25506
"1414",2003,11,14,5,12433.13477
"1415",2003,11,15,6,8308.568606
"1416",2003,11,16,7,7485.352802
"1417",2003,11,17,1,12006.09259
"1418",2003,11,18,2,13332.09099
"1419",2003,11,19,3,12879.10071
"1420",2003,11,20,4,12988.08117
"1421",2003,11,21,5,13035.94728
"1422",2003,11,22,6,8622.413894
"1423",2003,11,23,7,7381.478897
"1424",2003,11,24,1,13034.80549
"1425",2003,11,25,2,13733.61433
"1426",2003,11,26,3,12069.31989
"1427",2003,11,27,4,7340.194646
"1428",2003,11,28,5,9407.722172
"1429",2003,11,29,6,8041.919103
"1430",2003,11,30,7,7329.380054
"1431",2003,12,1,1,12214.23617
"1432",2003,12,2,2,13454.9836
"1433",2003,12,3,3,13199.27822
"1434",2003,12,4,4,12630.16935
"1435",2003,12,5,5,12179.6643
"1436",2003,12,6,6,8248.148215
"1437",2003,12,7,7,7383.258371
"1438",2003,12,8,1,11707.8512
"1439",2003,12,9,2,13000.03222
"1440",2003,12,10,3,12738.63126
"1441",2003,12,11,4,12501.84165
"1442",2003,12,12,5,12484.25208
"1443",2003,12,13,6,8303.531495
"1444",2003,12,14,7,7461.299134
"1445",2003,12,15,1,12319.32704
"1446",2003,12,16,2,13649.462
"1447",2003,12,17,3,13454.0382
"1448",2003,12,18,4,13863.79401
"1449",2003,12,19,5,13692.32647
"1450",2003,12,20,6,8954.061661
"1451",2003,12,21,7,7655.628671
"1452",2003,12,22,1,13249.74029
"1453",2003,12,23,2,12939.39503
"1454",2003,12,24,3,9272.554531
"1455",2003,12,25,4,6745.037685
"1456",2003,12,26,5,10431.33243
"1457",2003,12,27,6,8785.750682
"1458",2003,12,28,7,7764.276394
"1459",2003,12,29,1,13124.3841
"1460",2003,12,30,2,14700.28884
"1461",2003,12,31,3,12540.77409
"1462",2004,1,1,4,8205.414346
"1463",2004,1,2,5,10585.82348
"1464",2004,1,3,6,8337.190822
"1465",2004,1,4,7,7358.712575
"1466",2004,1,5,1,11488.49516
"1467",2004,1,6,2,12753.60713
"1468",2004,1,7,3,12716.99916
"1469",2004,1,8,4,12781.57802
"1470",2004,1,9,5,12468.59556
"1471",2004,1,10,6,8336.200566
"1472",2004,1,11,7,7315.912589
"1473",2004,1,12,1,11812.09065
"1474",2004,1,13,2,12638.10478
"1475",2004,1,14,3,12965.31145
"1476",2004,1,15,4,12836.27869
"1477",2004,1,16,5,12422.95293
"1478",2004,1,17,6,8443.237384
"1479",2004,1,18,7,7512.754495
"1480",2004,1,19,1,11150.72339
"1481",2004,1,20,2,12809.80783
"1482",2004,1,21,3,12752.34057
"1483",2004,1,22,4,12672.74025
"1484",2004,1,23,5,12643.81531
"1485",2004,1,24,6,8633.748919
"1486",2004,1,25,7,7556.407749
"1487",2004,1,26,1,11611.27121
"1488",2004,1,27,2,12891.35574
"1489",2004,1,28,3,12370.86869
"1490",2004,1,29,4,12313.10095
"1491",2004,1,30,5,12374.42099
"1492",2004,1,31,6,8309.27067
"1493",2004,2,1,7,7270.030446
"1494",2004,2,2,1,11686.80383
"1495",2004,2,3,2,13210.45324
"1496",2004,2,4,3,12579.68136
"1497",2004,2,5,4,12572.68641
"1498",2004,2,6,5,12370.87898
"1499",2004,2,7,6,8532.960069
"1500",2004,2,8,7,7441.095111
"1501",2004,2,9,1,11654.01747
"1502",2004,2,10,2,13138.15849
"1503",2004,2,11,3,12966.65663
"1504",2004,2,12,4,12958.54833
"1505",2004,2,13,5,11750.69528
"1506",2004,2,14,6,8945.064604
"1507",2004,2,15,7,7601.933774
"1508",2004,2,16,1,11280.03935
"1509",2004,2,17,2,12790.51096
"1510",2004,2,18,3,12953.72671
"1511",2004,2,19,4,12708.61777
"1512",2004,2,20,5,12720.95509
"1513",2004,2,21,6,8481.700198
"1514",2004,2,22,7,7550.171401
"1515",2004,2,23,1,11566.10382
"1516",2004,2,24,2,13008.97799
"1517",2004,2,25,3,12800.16151
"1518",2004,2,26,4,12620.61338
"1519",2004,2,27,5,12401.65743
"1520",2004,2,28,6,8486.899788
"1521",2004,2,29,7,7300.226056
"1522",2004,3,1,1,12016.47877
